real 325.59
user 325.06
sys 0.16
real 180.32
user 359.19
sys 1.02
real 102.97
user 408.91
sys 1.92
real 67.93
user 538.68
sys 2.40
real 56.06
user 888.81
sys 2.69
real 57.01
user 1127.71
sys 3.73
