real 356.69
user 356.35
sys 0.17
real 325.98
user 639.44
sys 12.23
real 288.15
user 1129.72
sys 22.23
real 247.54
user 1939.72
sys 38.70
real 180.30
user 2830.23
sys 49.44
real 156.76
user 3082.19
sys 44.69
